Nom,Endroit,Date,Valeur,Type subvention,Objectif,Observations
Canadian AIDS Society,Ottawa (Ontario) Canada,11/17/2008,"1981 455,00 $",Contribution,"La Société canadienne du sida a pour mandat de servir de tribune et de porte-parole nationaux pour la lutte communautaire contre le VIH/sida. Elle défend les droits des personnes touchées par le VIH/sida, agit à titre de ressource pour ses organismes membres et coordonne la participation des collectivités à une stratégie nationale de lutte contre le VIH/sida. Le projet a pour objectif de fournir un soutien à l'échelle nationale aux organismes de services liés au sida et d'influer sur l'élaboration et la mise en oeuvre de stratégies nationales en matière de politiques, de communication et de renforcement des capacités dans le secteur bénévole.","Modification à l'octroi précédent de 1 949 660,00 $Financement"
Canadian AIDS Treatment Information Exchange (CATIE),Toronto (Ontario) Canada,12/23/2008,"1259 600,00 $",Contribution,"Le Réseau canadien d'info-traitements sida fournit des services aux personnes vivant avec le VIH/sida, de même qu'aux organisations et aux gens qui leur viennent en aide, en leur donnant accès à de l'information exacte, impartiale et récente sur les traitements. En outre, le Réseau travaille en collaboration avec d'autres fournisseurs d'information sur le VIH/sida afin de faire en sorte que les personnes reçoivent, sous la forme de leur choix, les renseignements dont elles ont besoin pour pouvoir prendre des décisions éclairées en ce qui concerne leur santé. Le projet visera surtout à accroître la capacité des organismes de services communautaires liés au sida de fournir des renseignements intégrés et utiles sur les traitements aux personnes atteintes du VIH/sida et aux fournisseurs de services.","Modification à l'octroi précédent de 1 126 700,00 $Financement"
Canadian Association for the Advancement of Women and Sport and Physical Activity (CAAWS),Ottawa (Ontario) Canada,01/07/2009,"267 300,00 $",Contribution,"Les objectifs du projet sont de permettre aux communautés de continuer à se pencher sur les différences liées à l'activité physique chez les filles et les jeunes femmes; et de promouvoir l'efficacité du programme « Les jeunes, ça bouge » comme outil permettant  d'accroître les connaissances et la compréhension.","Modification à l'octroi précédent de 237 300,00 $Financement,Activités"
Canadian Public Health Association,Ottawa (Ontario) Canada,12/19/2008,"458 892,00 $",Contribution,Le projet porte sur les lacunes clés dans les connaissances de l'effectif de la santé publique dont il est question dans le Cadre pancanadien pour la planification des ressources humaines en santé publique. Les médecins responsables de la médecine communautaire et de la santé publique forment le groupe de chefs de file le plus important au sein de l'effectif de la santé publique.,"Modification à l'octroi précédent de 369 727,00 $Financement"
Canadian Society for Exercise Physiology,Ottawa (Ontario) Canada,01/06/2009,"432 000,00 $",Contribution,"Le principal objectif de ce projet est de réaliser un examen scientifique des lignes directrices et des mesures relatives à  l'activité physique au Canada et d'en publier les résultats sous forme d'un ensemble d'articles revus par les pairs dans un supplément commun de La revue canadienne de santé publique et de La revue de physiologie appliquée, nutrition et métabolisme.","Modification à l'octroi précédent de 367 000,00 $Financement,Activités"
Canadian Society for Exercise Physiology Health and Fitness Program of British Columbia,Vancouver (Colombie-Britannique) Canada,12/19/2008,"70 000,00 $",Contribution,Le but du projet est de réduire les obstacles à l'activité physique en mettant en place une ligne téléphonique pour supporter l'activité physique.,
Canadian Treatment Action Council (CTAC),Toronto (Ontario) Canada,12/23/2008,"665 600,00 $",Contribution,Le projet vise à améliorer l'élaboration de politiques nationales sur le VIH/sida portant précisément sur les problèmes d'accès aux traitements. Cet objectif cadre avec celui du Fonds national pour l'intervention du secteur bénévole dans le domaine de la lutte contre le VIH/sida à savoir soutenir l'intervention efficace du secteur bénévole dans le domaine de la lutte contre le VIH/sida au Canada.,"Modification à l'octroi précédent de 597 200,00 $Financement"
Canadian Treatment Action Council (CTAC),Toronto (Ontario) Canada,10/31/2008,"253 125,00 $",Contribution,"L'objectf du projet est d'appuyer des projets nationaux qui permettent la prévention du VIH, qui améliorent l'accès aux diagnostics, soins, traitements et services de soutien appropriés et qui encouragent les comportements sécuritaires au sein des populations canadiennes les plus touchées par le VIH/sida et les plus vulnérables à l'infection.","Modification à l'octroi précédent de 225 000,00 $Financement,Durée"
Canadian Working Group on HIV and Rehabilitation (CWGHR),Toronto (Ontario) Canada,12/08/2008,"255 325,00 $",Contribution,"L'objectif du projet est d'appuyer des projets nationaux qui permettent la prévention du VIH, qui améliorent l'accès aux diagnostics, soins, traitements et services de soutien appropriés et qui encouragent les comportements sécuritaires au sein des populations canadiennes les plus touchées par le VIH/sida et les plus vulnérables à  l'infection.","Modification à l'octroi précédent de 225 000,00 $Financement"
Canadian Working Group on HIV and Rehabilitation (CWGHR),Toronto (Ontario) Canada,11/24/2008,"557 150,00 $",Contribution,"Le Groupe de travail canadien sur le VIH et la réinsertion est un organisme national sans but lucratif qui touche à de nombreux secteurs et disciplines. Son mandat comprend les trois principaux secteurs suivants : coordonner une intervention nationale globale à l'égard des problèmes de réinsertion sociale dans le contexte du VIH; faciliter et entreprendre des activités de recherche et de sensibilisation relativement à la réinsertion dans le contexte du VIH grâce à des partenariats intersectoriels et multidisciplinaires; et fournir une expertise et des conseils sur les politiques et les programmes en matière de réinsertion qui touchent les personnes atteintes du VIH et leur communauté. Le projet met plus particulièrement l'accent sur la coordination des politiques, des programmes et des services chez les intervenants ainsi que sur l'élaboration de lignes directrices sur les pratiques exemplaires en matière de VIH pour les professionnels de la réinsertion.","Modification à l'octroi précédent de 505 850,00 $Financement"
CENTRE DE LA PETITE ENFANCE SOLEIL LE VENT - RISING SUN CHILDCARE CENTRE,Verdun (Québec) Canada,12/01/2008,"663 649,00 $",Contribution,"L'objectif du projet est de mettre en oeuvre une stratégie d'intervention précoce favorisant le développement global des enfants Autochtones et Inuits d'âge préscolaire, dans la région urbaine de Montréal.","Modification à l'octroi précédent de 459 000,00 $Financement,Activités"
"Centre for Studies in Family Medicine, Schulich School of Medicine and Dentistry",London (Ontario) Canada,03/05/2008,"106 602,00 $",Subvention,"Ce projet a pour objectif de faciliter le traitement du diabète chez les enfants latino-canadiens de 6 à 12 ans à London, à Ottawa, à Toronto et à Hamilton par l'entremise des coordonnateurs ontariens de Global Village Diabetes Screening Risk Management. Pour ce faire, on créera le profil du risque de devenir diabétique pour un échantillon de 200 enfants latino-canadiens;  on documentera les changements de ce profil;  on renforcera la capacité communautaire de l'équipe de London au moyen de conférences et d'ateliers;  et on créera, distribuera et testera une trousse d'outils aidant les groupes communautaires à adapter le modèle à leurs propres fins.","Modification à l'octroi précédent de 76 619,00 $Financement"
Community Living Dryden,Dryden (Ontario) Canada,12/31/2008,"152 825,00 $",Contribution,L'objectif du projet est d'augmenter le développement sain des enfants avec l'Ensemble des troubles causés par l'alcoolisation foetale (ETCAF).,"Modification à l'octroi précédent de 58 425,00 $Financement"
Community Living Dryden,Dryden (Ontario) Canada,07/03/2008,"58 425,00 $",Contribution,L'objectif du projet est d'augmenter le développement sain des enfants avec l'Ensemble des troubles causés par l'alcoolisation foetale (ETCAF).,Financement pluriannuel
ABORIGINAL PEOPLES ALLIANCE OF NORTHERN ONTARIO,Cochrane (Ontario) Canada,02/04/2008,"717 500,00 $",Contribution,"L'objectif du projet est de mettre en oeuvre un programme d'aide pre-scolaire aux Autochtones en fonction des volets suivants : la culture et la langue, l'éducation, la promotion de la santé, la nutrition, la participation des parents et les programmes de soutien social.","Modification à l'octroi précédent de 358 750,00 $Financement"
Asian Society for the Intervention of AIDS,Vancouver (Colombie-Britannique) Canada,06/04/2008,"84 550,00 $",Contribution,L'objectif du projet est d'appuyer les activités qui renforcent la capacité organisationnelle de réagir à l'épidémie au sein des collectivités asiatiques à Vancouver.,"Modification à l'octroi précédent de 34 740,00 $Financement,Durée,Activités"
Boyle Street Community Services,Edmonton (Alberta) Canada,09/15/2008,"98 863,00 $",Contribution,"Les objectifs du projet sont de renforcer le réseau provincial de  << Alberta Addicts Who Educate and Advocate Responsibly >> (AAWEAR); renforcer les groupes existants à Edmonton, Calgary, et Red Deer; accroître l'infrastructure pour les info-groupes durables pour les gens qui consomment les drogues dans les villes plus petites à l'échelle provinciale; et, accroître la capacité et les habiletés des membres des groupes de devenir des animateurs communautaires bien informés et confiants.","Modification à l'octroi précédent de 14 432,00 $Financement"
Calgary Urban Project Society (CUPS),Calgary (Alberta) Canada,08/06/2008,"113 828,00 $",Contribution,"L'objectif du projet est d'accroître la prévention et les possibilités de traitement pour les sans-abris ou les gens vivant sous le seuil de pauvreté, dans la région de Calgary, et qui sont à haut risque ou déjà diagnostiqués diabétiques.  Les activités du projet  incluent : recruter les clients qui sont à risque ou qui ont contracté la maladie;  préparer des questionnaires et groupes de discussion pour déterminer les obstacles à la prévention et au traitement, établir des pistes de solution; et intégrer les solutions aux services existants afin de développer un modèle de  gestion pour la prévention et le traitement qui soit plus efficace pour répondre aux besoins identifiés.  Des séances  d'information sur le diabète seront également offertes aux participants et aux intervenants.","Modification à l'octroi précédent de 67 164,00 $Financement"
